Location,Scene,Offence,Year,Measure,Value,Flags
"Southern District","Total Scene","Miscellaneous offences","2002","Recorded",192,
"Southern District","Total Scene","Miscellaneous offences","2003","Recorded",406,
"Southern District","Total Scene","Miscellaneous offences","2004","Recorded",190,
"Southern District","Total Scene","Miscellaneous offences","2005","Recorded",158,
"Southern District","Total Scene","Miscellaneous offences","2006","Recorded",123,
"Southern District","Total Scene","Miscellaneous offences","2007","Recorded",108,
"Southern District","Total Scene","Miscellaneous offences","2008","Recorded",120,
"Southern District","Total Scene","Miscellaneous offences","2009","Recorded",133,
"Southern District","Total Scene","Miscellaneous offences","2010","Recorded",128,
"Southern District","Total Scene","Miscellaneous offences","2011","Recorded",126,
"Southern District","Total Scene","Miscellaneous offences","2012","Recorded",112,
"Southern District","Total Scene","Miscellaneous offences","2013","Recorded",126,
"Southern District","Total Scene","Homicide and related offences","2005","Resolved",0,
"Southern District","Total Scene","Homicide and related offences","2006","Resolved",3,
"Southern District","Total Scene","Homicide and related offences","2007","Resolved",6,
"Southern District","Total Scene","Homicide and related offences","2008","Resolved",6,
"Southern District","Total Scene","Homicide and related offences","2009","Resolved",6,
"Southern District","Total Scene","Homicide and related offences","2010","Resolved",3,
"Southern District","Total Scene","Homicide and related offences","2011","Resolved",6,
"Southern District","Total Scene","Homicide and related offences","2012","Resolved",3,
"Southern District","Total Scene","Homicide and related offences","2013","Resolved",4,
"Southern District","Total Scene","Homicide and related offences","2014","Resolved",5,
"Southern District","Total Scene","Acts intended to cause injury","1994","Resolved",1655,
"Southern District","Total Scene","Acts intended to cause injury","1995","Resolved",1753,
"Southern District","Total Scene","Acts intended to cause injury","1996","Resolved",1726,
"Southern District","Total Scene","Acts intended to cause injury","1997","Resolved",1523,
"Southern District","Total Scene","Acts intended to cause injury","1998","Resolved",1419,
"Southern District","Total Scene","Acts intended to cause injury","1999","Resolved",1459,
"Southern District","Total Scene","Acts intended to cause injury","2000","Resolved",1492,
"Southern District","Total Scene","Acts intended to cause injury","2001","Resolved",1539,
"Southern District","Total Scene","Acts intended to cause injury","2002","Resolved",1790,
"Southern District","Total Scene","Acts intended to cause injury","2003","Resolved",1948,
"Southern District","Total Scene","Acts intended to cause injury","2004","Resolved",1993,
"Southern District","Total Scene","Acts intended to cause injury","2005","Resolved",1862,
"Southern District","Total Scene","Acts intended to cause injury","2006","Resolved",2005,
"Southern District","Total Scene","Acts intended to cause injury","2007","Resolved",2257,
"Southern District","Total Scene","Acts intended to cause injury","2008","Resolved",2472,
"Southern District","Total Scene","Acts intended to cause injury","2009","Resolved",2610,
"Southern District","Total Scene","Acts intended to cause injury","2010","Resolved",2601,
"Southern District","Total Scene","Acts intended to cause injury","2011","Resolved",2341,
"Southern District","Total Scene","Acts intended to cause injury","2012","Resolved",2258,
"Southern District","Total Scene","Acts intended to cause injury","2013","Resolved",1996,
"Southern District","Total Scene","Acts intended to cause injury","2014","Resolved",2112,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2014","Resolved",22,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2013","Resolved",30,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2012","Resolved",49,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2011","Resolved",52,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2010","Resolved",49,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2009","Resolved",53,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2008","Resolved",55,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2007","Resolved",51,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2006","Resolved",61,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2005","Resolved",48,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2004","Resolved",60,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2003","Resolved",107,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2002","Resolved",82,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2001","Resolved",97,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","2000","Resolved",88,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1999","Resolved",83,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1998","Resolved",104,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1997","Resolved",110,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1996","Resolved",149,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1995","Resolved",137,
"Southern District","Total Scene","Dangerous or negligent acts endangering persons","1994","Resolved",130,
"Southern District","Total Scene","Sexual assault and related offences","2014","Resolved",202,
